id,season,team_api_id,players,total_score,average_score,team_long_name,total_points,avg_score_discrete,total_score_discrete,avg_score_quantile,total_score_quantile
10,2010/2011,9825,"[39297, 23686, 30986, 27277, 33812, 26005, 30613, 31013, 143793, 78513, 30648, 36410, 31291, 3520, 25537, 26181, 46539, 31435, 30935, 75489, 169718, 30843, 30973, 23678, 26111]",1984.0,79.36,Arsenal,68,"(78.524, 79.917]","(1922.755, 2028.006]","(77.607, 79.366]","(1953.176, 2037.218]"
11,2011/2012,9825,"[30986, 26005, 35606, 214685, 63520, 196386, 31013, 78513, 37950, 3520, 46539, 31435, 78541, 24011, 24800, 75489, 159594, 159596, 242418, 169718, 30843, 23678, 26111]",1698.0,73.82608695652173,Arsenal,70,"(72.951, 74.344]","(1607.004, 1712.255]","(73.77, 74.479]","(1674.5, 1698.154]"
12,2012/2013,9825,"[46469, 27277, 26005, 35606, 214685, 196386, 31013, 143793, 78513, 37436, 37950, 24011, 46539, 78541, 31435, 75489, 159594, 37233, 32118, 169718, 38521, 30973, 26111]",1798.5,78.19565217391305,Arsenal,73,"(77.131, 78.524]","(1712.255, 1817.505]","(77.607, 79.366]","(1782.147, 1809.758]"
13,2013/2014,9825,"[46469, 23688, 26005, 35606, 36378, 214685, 385437, 196386, 31013, 78513, 143793, 37436, 46539, 24011, 31435, 75489, 169718, 32118, 38521, 30973, 26111]",1660.846067821068,79.08790799147943,Arsenal,79,"(78.524, 79.917]","(1607.004, 1712.255]","(77.607, 79.366]","(1645.15, 1674.5]"
14,2014/2015,9825,"[46469, 23688, 50065, 35606, 192921, 36378, 196386, 425255, 26154, 113836, 427438, 78513, 143793, 37436, 46539, 31435, 24011, 268375, 177503, 75489, 159594, 169718, 38521, 50047]",1848.15231990232,77.00634666259667,Arsenal,75,"(75.737, 77.131]","(1817.505, 1922.755]","(76.163, 77.607]","(1809.758, 1848.8]"
15,2015/2016,9825,"[46469, 23688, 30859, 50065, 35606, 339992, 36378, 196386, 31013, 113836, 427438, 242094, 78513, 37436, 46539, 177503, 75489, 159594, 604785, 38521, 50047]",1637.0416666666667,77.95436507936509,Arsenal,71,"(77.131, 78.524]","(1607.004, 1712.255]","(77.607, 79.366]","(1619.893, 1645.15]"
16,2008/2009,8472,"[23939, 33418, 35467, 30988, 30352, 38802, 38812, 37277, 24740, 33316, 36786, 32562, 38836, 17866, 24527, 24655, 24408, 24410, 24411, 30954, 23927, 109434, 43259, 24446]",1748.5,72.85416666666667,Sunderland,36,"(71.557, 72.951]","(1712.255, 1817.505]","(72.704, 73.177]","(1727.406, 1754.043]"
17,2009/2010,8472,"[30988, 23949, 30352, 38802, 23073, 24740, 30885, 36786, 32562, 24116, 26171, 25150, 31103, 17866, 24527, 24408, 24410, 24157, 34275, 32870, 156008, 43259, 24446, 131583]",1681.0,70.04166666666667,Sunderland,44,"(68.771, 70.164]","(1607.004, 1712.255]","(69.937, 70.434]","(1674.5, 1698.154]"
18,2010/2011,8472,"[31104, 131583, 23949, 30352, 24209, 38802, 24740, 30885, 24230, 113836, 36786, 32562, 24116, 30905, 111930, 33468, 25150, 24157, 34275, 156008, 37868, 160243, 41980, 31103]",1772.0,73.83333333333333,Sunderland,47,"(72.951, 74.344]","(1712.255, 1817.505]","(73.77, 74.479]","(1754.043, 1782.147]"
19,2011/2012,8472,"[24064, 242308, 30352, 30362, 23073, 24740, 24230, 30635, 36786, 111930, 36410, 33468, 25150, 175947, 24150, 24157, 34275, 37868, 160243, 35443, 40563, 25075, 39032, 169721, 41980, 131583]",1913.5,73.59615384615384,Sunderland,45,"(72.951, 74.344]","(1817.505, 1922.755]","(73.177, 73.77]","(1891.036, 1953.176]"
20,2012/2013,8472,"[30352, 46353, 23073, 24230, 36786, 111801, 33468, 25150, 33863, 175947, 24150, 24157, 24159, 38759, 37868, 25075, 35443, 160243, 32627, 40563, 169721]",1488.5,70.88095238095238,Sunderland,39,"(70.164, 71.557]","(1396.504, 1501.754]","(70.434, 71.068]","(1473.969, 1512.839]"
21,2013/2014,8472,"[24064, 242308, 70297, 30362, 39331, 150833, 36786, 33468, 25150, 33863, 414792, 196169, 128209, 167634, 24150, 24159, 144996, 37233, 35443, 160243, 32627, 184822, 25075, 113908, 169721, 40563, 188540]",1986.548015873016,73.57585243974133,Sunderland,38,"(72.951, 74.344]","(1922.755, 2028.006]","(73.177, 73.77]","(1953.176, 2037.218]"
22,2014/2015,8472,"[109058, 103428, 30348, 50189, 118929, 165526, 70297, 30362, 114218, 150833, 22964, 25150, 32579, 167634, 24150, 24159, 38759, 180330, 37233, 35443, 32627, 113908, 169721, 188540]",1769.5073593073594,73.7294733044733,Sunderland,38,"(72.951, 74.344]","(1712.255, 1817.505]","(73.177, 73.77]","(1754.043, 1782.147]"
23,2015/2016,8472,"[109058, 166019, 103428, 30348, 118929, 109330, 93457, 165526, 30362, 158879, 520230, 432040, 303919, 22964, 25150, 598091, 101969, 24150, 24159, 39139, 750435, 42598, 38759, 180330, 37233, 35443, 32627, 184822, 26108]",2107.889285714285,72.68583743842363,Sunderland,39,"(71.557, 72.951]","(2028.006, 2133.256]","(72.263, 72.704]","(2037.218, 2449.007]"
24,2008/2009,8654,"[23818, 30734, 27665, 36374, 33049, 37277, 34590, 24223, 33312, 36394, 24747, 24751, 37169, 24773, 109897, 109898, 30687, 23139, 26348, 34543, 160496, 33781, 30966, 118390]",1749.0,72.875,West Ham United,51,"(71.557, 72.951]","(1712.255, 1817.505]","(72.704, 73.177]","(1727.406, 1754.043]"
25,2009/2010,8654,"[41475, 34947, 23818, 39306, 30353, 36374, 34590, 24223, 33312, 24744, 36394, 31020, 24751, 37169, 119351, 109897, 109898, 113239, 38491, 39658, 26348, 181229, 34543, 160496, 30966, 37242]",1886.5,72.5576923076923,West Ham United,35,"(71.557, 72.951]","(1817.505, 1922.755]","(72.263, 72.704]","(1848.8, 1891.036]"
26,2010/2011,8654,"[24450, 23939, 23818, 30734, 26256, 30353, 36374, 34590, 24223, 33312, 30628, 35110, 24744, 148904, 36394, 30635, 37169, 119351, 24635, 109897, 24393, 109898, 70865, 35411, 104033, 39658, 26347, 26348, 34543, 160496, 30966, 118390]",2346.0,73.3125,West Ham United,33,"(72.951, 74.344]","(2343.757, 2449.007]","(73.177, 73.77]","(2037.218, 2449.007]"
27,2012/2013,8654,"[23936, 295060, 47382, 30630, 35110, 91560, 39978, 24751, 43259, 37169, 24372, 25537, 109897, 24393, 109898, 30668, 40015, 24800, 24167, 34543, 23538, 23931, 23932, 23933]",1754.0,73.08333333333333,West Ham United,46,"(72.951, 74.344]","(1712.255, 1817.505]","(72.704, 73.177]","(1727.406, 1754.043]"
28,2013/2014,8654,"[23936, 34193, 47382, 40220, 169756, 30630, 35110, 91560, 39978, 30892, 24751, 43259, 37169, 24372, 231804, 49860, 39367, 109897, 109898, 30668, 40015, 34543, 23538, 23931, 23932, 23933]",1905.2751026751023,73.2798116413501,West Ham United,40,"(72.951, 74.344]","(1817.505, 1922.755]","(73.177, 73.77]","(1891.036, 1953.176]"
29,2014/2015,8654,"[23936, 192899, 155782, 570760, 41232, 47382, 169756, 214685, 35110, 30892, 24751, 37169, 109897, 18506, 30668, 148302, 195927, 34543, 23538, 23931, 23933, 23678]",1596.8722222222225,72.58510101010101,West Ham United,47,"(71.557, 72.951]","(1501.754, 1607.004]","(72.263, 72.704]","(1584.57, 1619.893]"
30,2015/2016,8654,"[192899, 155782, 49543, 37780, 47382, 25496, 169756, 214685, 35110, 575789, 24751, 37169, 109897, 18506, 148302, 163919, 158545, 195927, 8922, 210276, 106228, 183670, 23678]",1718.1444444444444,74.70193236714975,West Ham United,62,"(74.344, 75.737]","(1712.255, 1817.505]","(74.479, 75.089]","(1698.154, 1727.406]"
31,2008/2009,10252,"[23264, 40128, 34466, 23782, 33863, 30380, 24780, 43280, 38609, 23282, 24658, 23283, 30357, 26165, 38807, 25075, 23354]",1254.0,73.76470588235294,Aston Villa,62,"(72.951, 74.344]","(1186.003, 1291.253]","(73.177, 73.77]","(1229.603, 1346.3]"
32,2009/2010,10252,"[24211, 30357, 38807, 34466, 30380, 30892, 25518, 24751, 26165, 23354, 33863, 24136, 24780, 38609, 24658, 23264, 23282, 23283, 78324]",1484.0,78.10526315789474,Aston Villa,64,"(77.131, 78.524]","(1396.504, 1501.754]","(77.607, 79.366]","(1473.969, 1512.839]"
33,2010/2011,10252,"[161414, 161415, 23949, 189074, 24211, 30357, 24213, 139671, 139672, 139673, 34466, 30380, 30892, 25518, 24751, 26165, 23354, 33863, 24136, 24780, 38609, 159833, 94812, 23264, 25572, 78324]",1959.0,75.34615384615384,Aston Villa,48,"(74.344, 75.737]","(1922.755, 2028.006]","(75.089, 76.163]","(1953.176, 2037.218]"
34,2011/2012,10252,"[161414, 161415, 282251, 23949, 29581, 69650, 24211, 30357, 24213, 139671, 139673, 24224, 34466, 184360, 24751, 24635, 33863, 24136, 38609, 94812, 23264, 110947, 32870, 78324]",1783.0,74.29166666666667,Aston Villa,38,"(72.951, 74.344]","(1712.255, 1817.505]","(73.77, 74.479]","(1782.147, 1809.758]"
35,2012/2013,10252,"[161414, 149895, 141576, 161415, 30602, 29581, 23949, 69650, 24213, 139671, 139673, 24224, 183715, 30503, 184360, 26539, 182223, 179793, 148315, 94812, 23264, 110947, 156007, 78324]",1703.5,70.97916666666667,Aston Villa,41,"(70.164, 71.557]","(1607.004, 1712.255]","(70.434, 71.068]","(1698.154, 1727.406]"
36,2013/2014,10252,"[150401, 161414, 149895, 30602, 69650, 139671, 139673, 183715, 184360, 26539, 202553, 46010, 183500, 182223, 179793, 148315, 23264, 110947, 156007, 78324, 156534, 24698]",1571.1630952380951,71.41650432900433,Aston Villa,38,"(70.164, 71.557]","(1501.754, 1607.004]","(71.068, 71.673]","(1555.7, 1584.57]"
37,2014/2015,10252,"[161414, 30602, 56972, 29581, 30352, 358289, 69650, 139673, 24224, 183715, 30630, 184360, 30890, 93484, 23991, 257847, 312765, 160713, 183500, 182223, 148315, 23264, 32870, 78324]",1760.302380952381,73.34593253968255,Aston Villa,38,"(72.951, 74.344]","(1712.255, 1817.505]","(73.177, 73.77]","(1754.043, 1782.147]"
38,2015/2016,10252,"[150401, 24579, 161414, 56972, 24208, 30352, 69650, 358289, 107415, 154280, 706985, 93484, 23991, 257847, 312765, 33086, 261313, 183500, 182223, 179410, 23264, 32870, 680815, 473853]",1744.1214285714286,72.67172619047619,Aston Villa,17,"(71.557, 72.951]","(1712.255, 1817.505]","(72.263, 72.704]","(1727.406, 1754.043]"
39,2008/2009,8668,"[109058, 24846, 30735, 26256, 30876, 30371, 36012, 148790, 33086, 39618, 25666, 24004, 24006, 24011, 24023, 40792, 46810, 31070, 24160, 23268, 31465]",1604.5,76.4047619047619,Everton,63,"(75.737, 77.131]","(1501.754, 1607.004]","(76.163, 77.607]","(1584.57, 1619.893]"
40,2009/2010,8668,"[109058, 24846, 30735, 24216, 30876, 30371, 30890, 36012, 39618, 25666, 24004, 24006, 24011, 24023, 40792, 46810, 30687, 24160, 23268, 31465, 30700, 30839, 10491]",1795.0,78.04347826086956,Everton,61,"(77.131, 78.524]","(1712.255, 1817.505]","(77.607, 79.366]","(1782.147, 1809.758]"
41,2010/2011,8668,"[109058, 24846, 30735, 24216, 30876, 30371, 36012, 39618, 25666, 24006, 24011, 24023, 24160, 23268, 31465, 158962, 31989, 30839, 77690, 10491]",1545.0,77.25,Everton,54,"(77.131, 78.524]","(1501.754, 1607.004]","(76.163, 77.607]","(1512.839, 1555.7]"
42,2011/2012,8668,"[109058, 24846, 30735, 24216, 30876, 30371, 36012, 39618, 25666, 160196, 24002, 24006, 24011, 24023, 215384, 8922, 42714, 24156, 186975, 23268, 31465, 30700, 158962, 174325, 30839, 77690, 10491]",2043.0,75.66666666666667,Everton,56,"(74.344, 75.737]","(2028.006, 2133.256]","(75.089, 76.163]","(2037.218, 2449.007]"
43,2012/2013,8668,"[32705, 39618, 30371, 30628, 23268, 24006, 26151, 25666, 31465, 36012, 24216, 24846, 30839, 24023, 215384, 8922, 24156, 77690]",1372.0,76.22222222222223,Everton,63,"(75.737, 77.131]","(1291.253, 1396.504]","(76.163, 77.607]","(1346.3, 1421.623]"
44,2013/2014,8668,"[24846, 251925, 24216, 181276, 26151, 36012, 32448, 32705, 39618, 193859, 24006, 101192, 215384, 11736, 8922, 23268, 263653, 23782, 31465, 77690]",1527.2136724386723,76.36068362193362,Everton,72,"(75.737, 77.131]","(1501.754, 1607.004]","(76.163, 77.607]","(1512.839, 1555.7]"
45,2014/2015,8668,"[212866, 24846, 316688, 24216, 191132, 181276, 26151, 36012, 30895, 32448, 32705, 193859, 186054, 24006, 101192, 30922, 24023, 215384, 11736, 24156, 23268, 263653, 23782, 33639, 31465, 77690]",1953.6261904761905,75.13946886446887,Everton,47,"(74.344, 75.737]","(1922.755, 2028.006]","(75.089, 76.163]","(1953.176, 2037.218]"
46,2015/2016,8668,"[212866, 24846, 316688, 251925, 181276, 26151, 30895, 516273, 32705, 193859, 24006, 186054, 101192, 160713, 30922, 215384, 306913, 23268, 263653, 23782, 31465, 213878, 77690, 419196]",1810.5690476190475,75.44037698412698,Everton,47,"(74.344, 75.737]","(1712.255, 1817.505]","(75.089, 76.163]","(1809.758, 1848.8]"
47,2008/2009,8549,"[97932, 35608, 30892, 24753, 23352, 22978, 42183, 24393, 28108, 35544, 33754, 38491, 24159, 24161, 24162, 24163, 24166, 24167, 33128, 95344, 35442, 38899, 24183]",1657.5,72.06521739130434,Middlesbrough,32,"(71.557, 72.951]","(1607.004, 1712.255]","(71.673, 72.263]","(1645.15, 1674.5]"
48,2008/2009,8559,"[23937, 26244, 24336, 24372, 11576, 35532, 155384, 34261, 26454, 23783, 23784, 23785, 113772, 35438, 37496, 23931, 23932, 23933, 23934]",1229.5,64.71052631578948,Bolton Wanderers,41,"(64.591, 65.984]","(1186.003, 1291.253]","(63.065, 65.327]","(343.999, 1229.603]"
49,2009/2010,8559,"[23937, 24336, 24728, 30753, 143793, 24372, 11576, 40128, 35532, 24653, 34261, 26454, 23934, 23783, 23784, 23785, 113772, 130670, 155384, 23932, 34430, 163199]",1525.0,69.31818181818181,Bolton Wanderers,39,"(68.771, 70.164]","(1501.754, 1607.004]","(69.176, 69.937]","(1512.839, 1555.7]"
50,2010/2011,8559,"[23937, 24455, 24336, 24728, 34430, 24372, 11576, 40128, 196169, 35532, 193869, 34261, 26454, 33633, 51553, 24166, 23783, 130670, 157303, 155384, 23932, 23934]",1522.5,69.20454545454545,Bolton Wanderers,46,"(68.771, 70.164]","(1501.754, 1607.004]","(69.176, 69.937]","(1512.839, 1555.7]"
51,2011/2012,8559,"[191616, 23937, 33048, 24728, 30753, 198444, 245422, 34230, 40128, 42183, 38856, 196169, 24780, 35532, 26454, 41175, 33633, 23934, 287223, 24166, 23783, 157303, 155384, 23932, 34430]",1752.5,70.1,Bolton Wanderers,36,"(68.771, 70.164]","(1712.255, 1817.505]","(69.937, 70.434]","(1727.406, 1754.043]"
52,2008/2009,8667,"[30595, 34437, 23946, 23438, 26143, 38816, 39073, 23605, 3512, 23352, 24509, 32577, 40132, 26066, 34275, 111975, 23021, 23022, 23023, 23025, 23027, 23034, 34430]",1604.5,69.76086956521739,Hull City,35,"(68.771, 70.164]","(1501.754, 1607.004]","(69.176, 69.937]","(1584.57, 1619.893]"
53,2009/2010,8667,"[30595, 34437, 23563, 24843, 23438, 93458, 70297, 38816, 39073, 200864, 23333, 37798, 182962, 23225, 24509, 150591, 32577, 40132, 102602, 97489, 26066, 34275, 23021, 23022, 23025, 127857, 23027, 23284, 23034]",1872.5,64.56896551724138,Hull City,30,"(63.197, 64.591]","(1817.505, 1922.755]","(63.065, 65.327]","(1848.8, 1891.036]"
54,2013/2014,8667,"[163200, 42247, 35480, 23839, 24227, 24105, 231801, 32304, 111930, 40132, 40005, 24656, 24658, 8922, 148832, 115681, 38759, 21864, 32496, 40055, 111865, 23293, 131583]",1635.265476190476,71.0984989648033,Hull City,37,"(70.164, 71.557]","(1607.004, 1712.255]","(71.068, 71.673]","(1619.893, 1645.15]"
55,2014/2015,8667,"[163200, 42247, 35480, 190872, 23839, 24227, 24105, 231801, 26163, 111930, 40132, 105548, 40015, 24656, 101969, 24658, 24531, 32728, 8922, 115681, 21864, 212714, 32496, 357880, 111865, 131583]",1873.7373015873015,72.0668192918193,Hull City,35,"(71.557, 72.951]","(1817.505, 1922.755]","(71.673, 72.263]","(1848.8, 1891.036]"
56,2008/2009,8455,"[30856, 30859, 31906, 30627, 30630, 30631, 30635, 37804, 23984, 38834, 30911, 26564, 25925, 31306, 30675, 30679, 32345, 30686, 30822, 29673, 30699, 30456]",1794.0,81.54545454545455,Chelsea,83,"(81.311, 82.704]","(1712.255, 1817.505]","(79.366, 82.704]","(1782.147, 1809.758]"
57,2009/2010,8455,"[30856, 30859, 31906, 30627, 30630, 30631, 37804, 38834, 30911, 22978, 26564, 25925, 31306, 30675, 30679, 32345, 30686, 51553, 30822, 30699, 30456, 40825]",1802.0,81.9090909090909,Chelsea,86,"(81.311, 82.704]","(1712.255, 1817.505]","(79.366, 82.704]","(1782.147, 1809.758]"
58,2010/2011,8455,"[30853, 163205, 30856, 30859, 31906, 30627, 52133, 30631, 37804, 38834, 26564, 25925, 31306, 30675, 79574, 30679, 32345, 30822, 40825]",1565.5,82.39473684210526,Chelsea,71,"(81.311, 82.704]","(1501.754, 1607.004]","(79.366, 82.704]","(1555.7, 1584.57]"
59,2011/2012,8455,"[30853, 30856, 30859, 31906, 30627, 52133, 30631, 37804, 38834, 46010, 22978, 25923, 26564, 25925, 31306, 30675, 79574, 30679, 32345, 51553, 30822, 23783, 212470, 41468]",1933.5,80.5625,Chelsea,64,"(79.917, 81.311]","(1922.755, 2028.006]","(79.366, 82.704]","(1891.036, 1953.176]"
60,2012/2013,8455,"[30853, 30859, 107417, 30627, 52133, 30631, 38834, 71353, 46010, 22978, 31306, 35411, 79574, 32345, 72541, 128864, 51553, 23783, 106228, 212470, 41468]",1674.5,79.73809523809524,Chelsea,75,"(78.524, 79.917]","(1607.004, 1712.255]","(79.366, 82.704]","(1645.15, 1674.5]"
61,2013/2014,8455,"[30853, 94086, 30859, 107417, 30627, 52133, 30631, 30633, 38834, 178812, 31306, 201934, 35411, 79574, 32345, 72541, 128864, 23783, 33639, 292462, 169200, 115067, 41468]",1856.513974913975,80.71799890930326,Chelsea,82,"(79.917, 81.311]","(1817.505, 1922.755]","(79.366, 82.704]","(1848.8, 1891.036]"
62,2014/2015,8455,"[94086, 30859, 30613, 107417, 30627, 19243, 39987, 604982, 31306, 41167, 170323, 79574, 32345, 72541, 128864, 30822, 23783, 281207, 115067, 178812]",1611.2801587301587,80.56400793650793,Chelsea,87,"(79.917, 81.311]","(1607.004, 1712.255]","(79.366, 82.704]","(1584.57, 1619.893]"
63,2015/2016,8455,"[94086, 30613, 107417, 467354, 30627, 19243, 324910, 39987, 46518, 604982, 31306, 170323, 303059, 458324, 79574, 32345, 46554, 72541, 128864, 23783, 150250, 281207, 115067]",1823.8054653679656,79.2958897986072,Chelsea,50,"(78.524, 79.917]","(1817.505, 1922.755]","(77.607, 79.366]","(1809.758, 1848.8]"
64,2008/2009,10194,"[23307, 35467, 23314, 33045, 33941, 23072, 23333, 34214, 35636, 24001, 25668, 40005, 24133, 24773, 23369, 23371, 22994, 23253, 38755, 23275, 23794, 33650, 23284, 24435, 40695, 23288, 40574]",1856.5,68.75925925925925,Stoke City,45,"(67.377, 68.771]","(1817.505, 1922.755]","(68.375, 69.176]","(1848.8, 1891.036]"
65,2009/2010,10194,"[23307, 35467, 23314, 23072, 46518, 24001, 25668, 40005, 24133, 24773, 42183, 23369, 23253, 24408, 24411, 38755, 23794, 38899, 24435, 40695, 23288]",1506.0,71.71428571428571,Stoke City,47,"(71.557, 72.951]","(1501.754, 1607.004]","(71.673, 72.263]","(1473.969, 1512.839]"
66,2010/2011,10194,"[35467, 30988, 33941, 34601, 26165, 46518, 47418, 25668, 40005, 24773, 42183, 24133, 23369, 23253, 24408, 33881, 24411, 38755, 23794, 38899, 40695]",1543.5,73.5,Stoke City,46,"(72.951, 74.344]","(1501.754, 1607.004]","(73.177, 73.77]","(1512.839, 1555.7]"
67,2011/2012,10194,"[23818, 30988, 106910, 38697, 34601, 46518, 47418, 25668, 24773, 97988, 24133, 23369, 31953, 23253, 33881, 24411, 38755, 30830, 23794, 38899, 40695]",1572.0,74.85714285714286,Stoke City,45,"(74.344, 75.737]","(1501.754, 1607.004]","(74.479, 75.089]","(1555.7, 1584.57]"
68,2012/2013,10194,"[39109, 24773, 23369, 30988, 30830, 31953, 38899, 32148, 23253, 46518, 40695, 119541, 33881, 47418, 24411, 109621, 106910]",1271.5,74.79411764705883,Stoke City,42,"(74.344, 75.737]","(1186.003, 1291.253]","(74.479, 75.089]","(1229.603, 1346.3]"
69,2013/2014,10194,"[30988, 24213, 109621, 46518, 47418, 97988, 24773, 110148, 173382, 39109, 23369, 37194, 95434, 25550, 23253, 33881, 30830, 288880, 23794, 38899, 119541, 40695]",1637.114935064935,74.41431523022432,Stoke City,50,"(74.344, 75.737]","(1607.004, 1712.255]","(73.77, 74.479]","(1619.893, 1645.15]"
70,2014/2015,10194,"[200962, 96643, 24213, 72735, 36786, 109621, 46518, 47418, 110148, 39109, 173382, 37194, 95434, 25550, 23253, 33881, 30830, 288880, 23283, 106228, 119541, 40695]",1641.5690476190478,74.6167748917749,Stoke City,54,"(74.344, 75.737]","(1607.004, 1712.255]","(74.479, 75.089]","(1619.893, 1645.15]"
71,2015/2016,10194,"[200962, 96643, 72735, 24224, 172321, 188971, 176300, 36786, 26434, 110148, 39109, 173382, 37194, 186831, 23253, 33881, 30830, 288880, 34036, 119541, 40695, 199291]",1649.4642857142856,74.97564935064935,Stoke City,51,"(74.344, 75.737]","(1607.004, 1712.255]","(74.479, 75.089]","(1645.15, 1674.5]"
72,2008/2009,8650,"[25984, 30853, 37139, 30617, 30618, 46621, 37920, 38818, 30889, 34222, 24635, 47547, 37442, 30915, 30660, 24134, 414792, 41175, 95327, 24800, 22764, 40701]",1724.5,78.38636363636364,Liverpool,86,"(77.131, 78.524]","(1712.255, 1817.505]","(77.607, 79.366]","(1698.154, 1727.406]"
73,2009/2010,8650,"[25984, 181379, 30853, 37139, 30617, 30618, 46621, 37920, 38818, 30886, 34222, 27694, 47547, 30915, 30660, 414792, 41175, 95327, 24800, 33632, 95331, 22764, 30835, 34036, 39032]",1968.5,78.74,Liverpool,63,"(78.524, 79.917]","(1922.755, 2028.006]","(77.607, 79.366]","(1953.176, 2037.218]"
74,2010/2011,8650,"[25984, 30853, 37262, 37139, 47382, 30617, 30618, 154271, 30630, 32937, 34222, 40636, 25923, 30660, 24781, 41175, 95327, 33632, 95331, 22764, 239856, 34036, 168308, 39032]",1811.0,75.45833333333333,Liverpool,58,"(74.344, 75.737]","(1712.255, 1817.505]","(75.089, 76.163]","(1809.758, 1848.8]"
75,2011/2012,8650,"[25984, 37139, 165526, 47382, 30617, 127130, 30618, 154271, 30892, 39351, 40636, 30660, 39109, 95327, 33632, 37475, 95331, 156008, 22764, 239856, 34036, 33781]",1711.5,77.79545454545455,Liverpool,52,"(77.131, 78.524]","(1607.004, 1712.255]","(77.607, 79.366]","(1698.154, 1727.406]"
76,2012/2013,8650,"[25984, 165526, 30617, 127130, 30618, 154271, 30892, 246575, 40636, 265918, 30660, 47558, 280276, 184536, 95327, 51553, 37475, 27365, 156008, 22764, 35442, 34036, 184822]",1744.0,75.82608695652173,Liverpool,61,"(75.737, 77.131]","(1712.255, 1817.505]","(75.089, 76.163]","(1727.406, 1754.043]"
