id,season,team_api_id,players,total_score,average_score,team_long_name,total_points,avg_score_discrete,total_score_discrete,avg_score_quantile,total_score_quantile
432,2009/2010,8529,"[39299, 111747, 42502, 39313, 27672, 39599, 39222, 35641, 41404, 41411, 34633, 39763, 24403, 24405, 41433, 112476, 24412, 24414, 103266, 42091, 41326, 39538, 96509]",1651.0,71.78260869565217,Cagliari,44,"(71.557, 72.951]","(1607.004, 1712.255]","(71.673, 72.263]","(1645.15, 1674.5]"
433,2010/2011,8529,"[103266, 41411, 27685, 42502, 41478, 112476, 34633, 41326, 41136, 39474, 24403, 39763, 24405, 39222, 42583, 41433, 41404, 24414]",1288.0,71.55555555555556,Cagliari,45,"(70.164, 71.557]","(1186.003, 1291.253]","(71.068, 71.673]","(1229.603, 1346.3]"
434,2011/2012,8529,"[42502, 41478, 27672, 155056, 39222, 34633, 39763, 24403, 24405, 160211, 71768, 41433, 112476, 24414, 103266, 172644, 166121, 41326, 42478, 35575, 96509]",1526.5,72.69047619047619,Cagliari,40,"(71.557, 72.951]","(1501.754, 1607.004]","(72.263, 72.704]","(1512.839, 1555.7]"
435,2012/2013,8529,"[42502, 41478, 210704, 79253, 27672, 74009, 281760, 155056, 34633, 24405, 71768, 41433, 361946, 112476, 24414, 103266, 172644, 41326, 42478, 150388, 35575, 96509]",1586.0,72.0909090909091,Cagliari,47,"(71.557, 72.951]","(1501.754, 1607.004]","(71.673, 72.263]","(1584.57, 1619.893]"
436,2013/2014,8529,"[364164, 42502, 41478, 210704, 79253, 27672, 74009, 120221, 281760, 89079, 165952, 40648, 34633, 24405, 71768, 41433, 112476, 24414, 103266, 118883, 172644, 263276, 42478, 41326, 206322, 35575]",1875.429834054834,72.1319166944167,Cagliari,39,"(71.557, 72.951]","(1817.505, 1922.755]","(71.673, 72.263]","(1848.8, 1891.036]"
437,2014/2015,8529,"[195589, 518663, 210704, 79253, 27672, 74009, 195998, 281760, 128803, 39331, 41769, 215723, 75445, 111818, 192079, 282706, 24405, 71768, 203739, 24414, 190562, 172644, 157284, 41326, 168569, 150395]",1772.660082972583,68.17923396048397,Cagliari,34,"(67.377, 68.771]","(1712.255, 1817.505]","(67.711, 68.375]","(1754.043, 1782.147]"
438,2008/2009,8530,"[18816, 18823, 37768, 37520, 39314, 39699, 42901, 96534, 39706, 18590, 56992, 39714, 41129, 41387, 12209, 42035, 121286, 42696, 39267, 39271, 39273, 39274, 28907, 39541, 37503]",1699.0,67.96,Catania,43,"(67.377, 68.771]","(1607.004, 1712.255]","(67.711, 68.375]","(1698.154, 1727.406]"
439,2009/2010,8530,"[18816, 18823, 37768, 39314, 37522, 42901, 96534, 39706, 18590, 56992, 42431, 18880, 47553, 121286, 77767, 42696, 39510, 39267, 39271, 33640, 28907, 39533, 39284, 39541, 39415]",1814.0,72.56,Catania,45,"(71.557, 72.951]","(1712.255, 1817.505]","(72.263, 72.704]","(1809.758, 1848.8]"
440,2010/2011,8530,"[18816, 18823, 37768, 39314, 37522, 42901, 37273, 39706, 18590, 56992, 45220, 42431, 18880, 47553, 213317, 121286, 77767, 39510, 41694, 39267, 39271, 33640, 28907, 39533, 182765, 39284, 39541, 39415]",2019.0,72.10714285714286,Catania,46,"(71.557, 72.951]","(1922.755, 2028.006]","(71.673, 72.263]","(1953.176, 2037.218]"
441,2011/2012,8530,"[18816, 25735, 37768, 24459, 39314, 37273, 18590, 56992, 281762, 45220, 18733, 12209, 42431, 18880, 41412, 121286, 77767, 27720, 97487, 39510, 41694, 39267, 33640, 49897, 28907, 39533, 39284, 39415, 150393]",2089.5,72.05172413793103,Catania,42,"(71.557, 72.951]","(2028.006, 2133.256]","(71.673, 72.263]","(2037.218, 2449.007]"
442,2012/2013,8530,"[37768, 24459, 37273, 56992, 45220, 113702, 18733, 281019, 30143, 18880, 156097, 41412, 77767, 41694, 39267, 39271, 244840, 28907, 166509, 39284, 39415, 362110]",1528.0,69.45454545454545,Catania,56,"(68.771, 70.164]","(1501.754, 1607.004]","(69.176, 69.937]","(1512.839, 1555.7]"
443,2013/2014,8530,"[37768, 24459, 37273, 21410, 110378, 424875, 18733, 30907, 281019, 30143, 18880, 156097, 41412, 77767, 291655, 230476, 42579, 41694, 115297, 39267, 33640, 28907, 166509, 239350, 39415, 156793]",1893.3294733044731,72.82036435786436,Catania,32,"(71.557, 72.951]","(1817.505, 1922.755]","(72.704, 73.177]","(1891.036, 1953.176]"
444,2008/2009,8533,"[24448, 24454, 25479, 42003, 39702, 42008, 42651, 39721, 39337, 41513, 39477, 26315, 41807, 27731, 42581, 39638, 42582, 24409, 39264, 113762, 39273, 32750, 24436, 39286, 24440, 24443]",1812.0,69.6923076923077,Chievo Verona,38,"(68.771, 70.164]","(1712.255, 1817.505]","(69.176, 69.937]","(1809.758, 1848.8]"
445,2009/2010,8533,"[24448, 58499, 25479, 42003, 42008, 42651, 39200, 39721, 74410, 97195, 39477, 39745, 26315, 27731, 39638, 113762, 39273, 24436, 39286, 24443]",1411.0,70.55,Chievo Verona,44,"(70.164, 71.557]","(1396.504, 1501.754]","(70.434, 71.068]","(1346.3, 1421.623]"
446,2010/2011,8533,"[24448, 39426, 58499, 24454, 42119, 38920, 42003, 42008, 26522, 42651, 39721, 97195, 26285, 39477, 42425, 41309, 181984, 113762, 39273, 42601, 26223, 24436, 39286, 24443]",1641.0,68.375,Chievo Verona,46,"(67.377, 68.771]","(1607.004, 1712.255]","(67.711, 68.375]","(1619.893, 1645.15]"
447,2011/2012,8533,"[24448, 58499, 38920, 39304, 42008, 42651, 39721, 33706, 25519, 39477, 42425, 39487, 73024, 109121, 181984, 113762, 26472, 39273, 27630, 26223, 24436, 95225, 183547]",1654.0,71.91304347826087,Chievo Verona,46,"(71.557, 72.951]","(1607.004, 1712.255]","(71.673, 72.263]","(1645.15, 1674.5]"
448,2012/2013,8533,"[24448, 72448, 39426, 58499, 37254, 24454, 39304, 38920, 27665, 299411, 42008, 42651, 25519, 41394, 39477, 42425, 39487, 73024, 109121, 173509, 449229, 181984, 39273, 49897, 50669, 27630, 26223, 168047, 24436, 95225, 161661]",2158.0,69.61290322580645,Chievo Verona,45,"(68.771, 70.164]","(2133.256, 2238.506]","(69.176, 69.937]","(2037.218, 2449.007]"
449,2013/2014,8533,"[24448, 39426, 24450, 42502, 38920, 39304, 42003, 42008, 42651, 39470, 25519, 39487, 109121, 173509, 103882, 24403, 68436, 42579, 39273, 50669, 26223, 168047, 42482, 15732, 73845, 41852]",1880.7778860028864,72.33761100011101,Chievo Verona,36,"(71.557, 72.951]","(1817.505, 1922.755]","(72.263, 72.704]","(1848.8, 1891.036]"
450,2014/2015,8533,"[24448, 39304, 42008, 36121, 181920, 24504, 39487, 109121, 42437, 168390, 39267, 45413, 33640, 127209, 39273, 182765, 26223, 15732, 239350, 161661, 161662, 37503]",1579.9007936507935,71.81367243867244,Chievo Verona,43,"(71.557, 72.951]","(1501.754, 1607.004]","(71.673, 72.263]","(1555.7, 1584.57]"
451,2015/2016,8533,"[24448, 39304, 22283, 42008, 36121, 33816, 195998, 212770, 57123, 528439, 24504, 39487, 150464, 109121, 18880, 39232, 42437, 41542, 27731, 166509, 26223, 15732, 37503]",1664.3011904761904,72.36092132505176,Chievo Verona,50,"(71.557, 72.951]","(1607.004, 1712.255]","(72.263, 72.704]","(1645.15, 1674.5]"
452,2008/2009,8535,"[24453, 39304, 24459, 39311, 33816, 30881, 39719, 25772, 39729, 24502, 24503, 24504, 27705, 24506, 24507, 39621, 24013, 24536, 27615, 33888, 24549, 39658, 31725, 92666]",1869.5,77.89583333333333,Fiorentina,68,"(77.131, 78.524]","(1817.505, 1922.755]","(77.607, 79.366]","(1848.8, 1891.036]"
453,2009/2010,8535,"[39304, 39311, 33816, 30881, 39719, 24502, 24503, 24504, 24506, 24507, 35643, 39621, 27719, 27721, 24013, 46030, 24536, 155738, 31725, 42478, 25587, 92666, 31739]",1709.5,74.32608695652173,Fiorentina,47,"(72.951, 74.344]","(1607.004, 1712.255]","(73.77, 74.479]","(1698.154, 1727.406]"
454,2010/2011,8535,"[39311, 30881, 39719, 41269, 24502, 24503, 184629, 24504, 35643, 24507, 39621, 27719, 27721, 24013, 24536, 155738, 39644, 118879, 31725, 239213, 42478, 25587, 30966, 31739, 30974]",1821.5,72.86,Fiorentina,51,"(71.557, 72.951]","(1817.505, 1922.755]","(72.704, 73.177]","(1809.758, 1848.8]"
455,2011/2012,8535,"[39428, 30881, 39719, 178603, 38827, 41269, 24504, 176186, 35643, 24507, 41404, 39422, 27719, 27721, 24536, 155738, 39393, 244840, 213485, 239213, 39537, 25587, 30966, 92666, 30974]",1847.5,73.9,Fiorentina,42,"(72.951, 74.344]","(1817.505, 1922.755]","(73.77, 74.479]","(1809.758, 1848.8]"
456,2012/2013,8535,"[178955, 47373, 27411, 170775, 38433, 113318, 39207, 37545, 35497, 178603, 27694, 155066, 38458, 176186, 24132, 41671, 24536, 155738, 144999, 39537, 30709, 165624, 92666, 39422]",1812.5,75.52083333333333,Fiorentina,70,"(74.344, 75.737]","(1712.255, 1817.505]","(75.089, 76.163]","(1809.758, 1848.8]"
457,2013/2014,8535,"[40961, 178955, 47373, 27411, 38433, 39331, 113318, 39719, 27560, 37545, 38699, 27694, 176186, 38458, 155066, 27326, 37824, 41411, 206793, 282060, 24536, 144999, 358759, 32751, 147951]",1914.565223665224,76.58260894660894,Fiorentina,65,"(75.737, 77.131]","(1817.505, 1922.755]","(76.163, 77.607]","(1891.036, 1953.176]"
458,2014/2015,8535,"[41475, 141699, 178955, 47373, 24208, 239774, 38433, 30881, 414245, 39719, 37545, 27694, 103218, 184629, 176186, 38458, 155066, 27326, 37824, 196169, 24536, 18521, 144999, 292462, 147951, 210932]",1958.0466699966696,75.30948730756423,Fiorentina,64,"(74.344, 75.737]","(1922.755, 2028.006]","(75.089, 76.163]","(1953.176, 2037.218]"
459,2015/2016,8535,"[141699, 47373, 38433, 414245, 113318, 38699, 387499, 103218, 184629, 43319, 38458, 213704, 196169, 18506, 282059, 24536, 134236, 103266, 144999, 21613, 147951, 206322, 37631]",1736.4821789321786,75.4992251709643,Fiorentina,64,"(74.344, 75.737]","(1712.255, 1817.505]","(75.089, 76.163]","(1727.406, 1754.043]"
460,2008/2009,8564,"[30721, 30720, 34952, 23688, 30729, 30731, 30612, 30870, 30743, 39447, 30890, 41044, 46554, 34530, 34534, 32751, 32752, 26096, 26098, 26099, 31996, 39549]",1773.5,80.61363636363636,Milan,74,"(79.917, 81.311]","(1712.255, 1817.505]","(79.366, 82.704]","(1754.043, 1782.147]"
461,2009/2010,8564,"[30720, 30721, 30723, 39555, 23688, 30729, 34952, 30731, 30612, 30870, 30743, 39447, 36784, 80562, 39349, 46554, 27615, 34530, 34534, 32751, 26096, 32752, 26098, 30711, 39549]",1991.0,79.64,Milan,70,"(78.524, 79.917]","(1922.755, 2028.006]","(79.366, 82.704]","(1953.176, 2037.218]"
462,2010/2011,8564,"[30721, 30723, 39555, 163971, 23688, 34952, 30731, 35724, 30870, 30743, 39455, 80562, 33974, 27335, 26315, 46554, 34530, 38244, 34534, 32748, 32751, 26096, 30711, 192504, 30713, 39549]",2051.5,78.90384615384616,Milan,82,"(78.524, 79.917]","(2028.006, 2133.256]","(77.607, 79.366]","(2037.218, 2449.007]"
463,2011/2012,8564,"[30721, 30723, 39555, 41605, 34952, 30603, 35724, 27694, 161328, 80562, 33974, 30905, 25541, 39367, 27335, 26315, 46554, 34530, 38244, 288613, 34534, 33640, 32748, 32751, 26096, 30453, 30713, 39549]",2134.5,76.23214285714286,Milan,77,"(75.737, 77.131]","(2133.256, 2238.506]","(76.163, 77.607]","(2037.218, 2449.007]"
464,2012/2013,8564,"[39555, 96643, 41605, 30598, 34952, 23688, 24970, 30603, 108808, 26522, 46241, 161328, 33974, 30905, 24507, 73024, 39367, 27335, 26315, 46554, 34530, 288613, 24549, 32751, 30453, 30713, 39549]",2116.0,78.37037037037037,Milan,72,"(77.131, 78.524]","(2028.006, 2133.256]","(77.607, 79.366]","(2037.218, 2449.007]"
465,2013/2014,8564,"[39555, 30598, 18823, 108808, 34952, 24970, 30603, 299799, 36121, 26522, 46241, 47394, 57124, 212645, 77741, 161328, 33974, 30905, 265273, 24507, 30906, 41411, 39367, 72656, 30675, 41044, 34530, 288613, 24549, 30453, 30713]",2400.032095682096,77.4203901832934,Milan,57,"(77.131, 78.524]","(2343.757, 2449.007]","(76.163, 77.607]","(2037.218, 2449.007]"
466,2014/2015,8564,"[39555, 30853, 30598, 34952, 154249, 24970, 37526, 46241, 57124, 46374, 77741, 40621, 161328, 41269, 30905, 30906, 24507, 49860, 26564, 72656, 30675, 280276, 34530, 127460, 288613, 24549, 30453, 33782, 41466, 199291]",2330.1835941835943,77.67278647278648,Milan,52,"(77.131, 78.524]","(2238.506, 2343.757]","(77.607, 79.366]","(2037.218, 2449.007]"
467,2015/2016,8564,"[39555, 30598, 108808, 24970, 612755, 46241, 57124, 46374, 41269, 24507, 47041, 26564, 72518, 72656, 362195, 470868, 244963, 127460, 288613, 30453, 33782, 166648, 41466, 618878, 154239]",1825.7833694083693,73.03133477633477,Milan,57,"(72.951, 74.344]","(1817.505, 1922.755]","(72.704, 73.177]","(1809.758, 1848.8]"
468,2008/2009,8686,"[19344, 30996, 30747, 38822, 39206, 37545, 27693, 27694, 27695, 27696, 27565, 39351, 38717, 41023, 24130, 31938, 27720, 39376, 30682, 39410, 30453, 33782, 30714]",1747.5,75.97826086956522,Roma,63,"(75.737, 77.131]","(1712.255, 1817.505]","(75.089, 76.163]","(1727.406, 1754.043]"
469,2009/2010,8686,"[19344, 37521, 30747, 38822, 37545, 27695, 39351, 38717, 41023, 31938, 24130, 27720, 30928, 39376, 30682, 181984, 39401, 30453, 33782, 30709, 30714]",1581.0,75.28571428571429,Roma,77,"(74.344, 75.737]","(1501.754, 1607.004]","(75.089, 76.163]","(1555.7, 1584.57]"
470,2010/2011,8686,"[30996, 39447, 30747, 37545, 39725, 27695, 39345, 39351, 33337, 38717, 41023, 31938, 24130, 39490, 30928, 39376, 30682, 30690, 39401, 41329, 30453, 33782, 30714]",1784.5,77.58695652173913,Roma,63,"(77.131, 78.524]","(1712.255, 1817.505]","(76.163, 77.607]","(1782.147, 1809.758]"
471,2011/2012,8686,"[174850, 96643, 96398, 30996, 128020, 30747, 35112, 37545, 27691, 39725, 27695, 39345, 33337, 41023, 162497, 31938, 30670, 30928, 30682, 40165, 41329, 184822, 251384, 30841, 30714, 18814]",1982.0,76.23076923076923,Roma,56,"(75.737, 77.131]","(1922.755, 2028.006]","(76.163, 77.607]","(1953.176, 2037.218]"
472,2012/2013,8686,"[174850, 154249, 264842, 96398, 128020, 30747, 110378, 39725, 24622, 27695, 22337, 71500, 30928, 177874, 30682, 267365, 40165, 26472, 195190, 206711, 30841, 30714]",1635.5,74.3409090909091,Roma,59,"(72.951, 74.344]","(1607.004, 1712.255]","(73.77, 74.479]","(1619.893, 1645.15]"
473,2013/2014,8686,"[34305, 154249, 264842, 127374, 96398, 128020, 39447, 46875, 309539, 178732, 24622, 27695, 20401, 427062, 37950, 22337, 71500, 30928, 177874, 362195, 41433, 155738, 30682, 26472, 32746, 30714, 114558]",2039.9047008547009,75.55202595758152,Roma,85,"(74.344, 75.737]","(2028.006, 2133.256]","(75.089, 76.163]","(2037.218, 2449.007]"
474,2014/2015,8686,"[35712, 34305, 154249, 264842, 96398, 161683, 585237, 93985, 26146, 237606, 178732, 38834, 37950, 22337, 245572, 71500, 79187, 239061, 41433, 30682, 155738, 103266, 172644, 32746, 30714, 114558]",1998.0617500146911,76.84852884671889,Roma,70,"(75.737, 77.131]","(1922.755, 2028.006]","(76.163, 77.607]","(1953.176, 2037.218]"
475,2015/2016,8686,"[34305, 276738, 264842, 96398, 161683, 590494, 26146, 71466, 15403, 101422, 161328, 37950, 210111, 22337, 245572, 71500, 41433, 30682, 45413, 32746, 292462, 169718, 161015, 30714, 114558]",1944.5357142857144,77.78142857142858,Roma,80,"(77.131, 78.524]","(1922.755, 2028.006]","(77.607, 79.366]","(1891.036, 1953.176]"
476,2008/2009,9882,"[49541, 41862, 33414, 150407, 39694, 42388, 27672, 18848, 24484, 33706, 24493, 27697, 8881, 27702, 27705, 35644, 41667, 32597, 24793, 24549, 32748, 39533, 39534, 39539]",1794.0,74.75,Sampdoria,46,"(74.344, 75.737]","(1712.255, 1817.505]","(74.479, 75.089]","(1782.147, 1809.758]"
477,2009/2010,9882,"[24453, 33414, 22283, 37521, 39198, 24484, 57124, 24491, 27697, 39729, 8881, 27702, 41661, 41667, 32597, 24793, 27615, 24549, 32748, 25338, 183548]",1497.5,71.30952380952381,Sampdoria,67,"(70.164, 71.557]","(1396.504, 1501.754]","(71.068, 71.673]","(1473.969, 1512.839]"
478,2010/2011,9882,"[24453, 96646, 33414, 150407, 22283, 37521, 27672, 39198, 41632, 24484, 57124, 27691, 24491, 39729, 72371, 27702, 41661, 30284, 165709, 111182, 32597, 24793, 24549, 32748, 40686, 155246]",1941.5,74.67307692307692,Sampdoria,36,"(74.344, 75.737]","(1922.755, 2028.006]","(74.479, 75.089]","(1891.036, 1953.176]"
479,2012/2013,9882,"[39428, 109060, 96645, 41865, 150410, 282770, 39198, 110883, 57124, 184999, 24491, 26797, 41652, 27702, 39490, 163919, 34000, 68436, 121044, 362198, 24793, 39769, 33640, 121960, 181995, 155246, 25587]",1781.0,65.96296296296296,Sampdoria,43,"(64.591, 65.984]","(1712.255, 1817.505]","(65.327, 66.522]","(1754.043, 1782.147]"
480,2013/2014,9882,"[41865, 150410, 49541, 183076, 458660, 184999, 24491, 27696, 41652, 27702, 92215, 39738, 163918, 163919, 40274, 121044, 24793, 172899, 206695, 121960, 33640, 181995, 155246, 25587, 155256]",1726.0296536796536,69.04118614718614,Sampdoria,45,"(68.771, 70.164]","(1712.255, 1817.505]","(68.375, 69.176]","(1698.154, 1727.406]"
481,2014/2015,9882,"[109060, 41605, 18823, 150410, 22283, 300683, 196484, 319631, 37273, 356378, 27696, 27702, 164029, 41671, 163918, 163919, 362195, 121044, 24793, 172899, 317156, 206695, 33639, 181995, 25587, 213366]",1863.9251803751804,71.68943001443002,Sampdoria,56,"(71.557, 72.951]","(1817.505, 1922.755]","(71.673, 72.263]","(1848.8, 1891.036]"
482,2015/2016,9882,"[196484, 41605, 195717, 18823, 50189, 319631, 46078, 175646, 39331, 660010, 27702, 25526, 41671, 30920, 163918, 309328, 177874, 121044, 24789, 39643, 45413, 299879, 181995, 610668, 32748, 25587, 39540, 238838, 39422]",2030.4333333333332,70.01494252873563,Sampdoria,40,"(68.771, 70.164]","(2028.006, 2133.256]","(69.937, 70.434]","(1953.176, 2037.218]"
483,2008/2009,9804,"[39555, 33413, 49543, 42634, 27661, 34319, 41488, 37525, 39323, 38943, 39204, 27686, 39208, 27690, 39211, 24492, 35641, 42944, 39745, 39752, 27721, 31304, 30940, 73845, 39423]",1761.5,70.46,Torino,34,"(70.164, 71.557]","(1712.255, 1817.505]","(70.434, 71.068]","(1754.043, 1782.147]"
484,2012/2013,9804,"[49543, 33422, 150670, 36121, 42652, 27690, 41269, 42437, 39376, 27733, 41816, 41432, 41818, 39391, 46820, 191081, 41962, 130155, 31725, 73977]",1448.0,72.4,Torino,40,"(71.557, 72.951]","(1396.504, 1501.754]","(72.263, 72.704]","(1421.623, 1473.969]"
485,2013/2014,9804,"[186764, 33422, 150670, 253088, 110378, 41269, 31672, 39357, 42692, 42437, 39376, 27733, 41432, 41816, 34008, 39391, 46820, 73977, 130155, 210932, 165624, 155257, 39419, 161660]",1734.1699551910078,72.257081466292,Torino,57,"(71.557, 72.951]","(1712.255, 1817.505]","(71.673, 72.263]","(1727.406, 1754.043]"
486,2014/2015,9804,"[362113, 267911, 150670, 253088, 38827, 239287, 31672, 42692, 315460, 39367, 174031, 24791, 41432, 41816, 41818, 34008, 46820, 33640, 239981, 39540, 165624, 155257, 39419]",1669.3751443001445,72.58152801304976,Torino,54,"(71.557, 72.951]","(1607.004, 1712.255]","(72.263, 72.704]","(1645.15, 1674.5]"
487,2015/2016,9804,"[362113, 154246, 267911, 150670, 210704, 253088, 239287, 42692, 315460, 394824, 244811, 174031, 195413, 24791, 41816, 41432, 34008, 309726, 33640, 39540, 213366, 39419, 161660]",1685.7325396825397,73.29271911663216,Torino,45,"(72.951, 74.344]","(1607.004, 1712.255]","(73.177, 73.77]","(1674.5, 1698.154]"
488,2008/2009,8600,"[24970, 37515, 27669, 35626, 101419, 27700, 42422, 39357, 31294, 39232, 41542, 27719, 27720, 25549, 27734, 25818, 39643, 39644, 41318, 109298, 39540, 111862, 50047]",1727.5,75.1086956521739,Udinese,58,"(74.344, 75.737]","(1712.255, 1817.505]","(75.089, 76.163]","(1727.406, 1754.043]"
489,2009/2010,8600,"[30983, 24970, 37515, 116243, 27669, 33706, 42422, 155066, 39357, 39232, 41542, 27719, 27734, 25818, 39643, 39644, 41694, 150754, 41318, 109298, 111862, 50047]",1651.0,75.04545454545455,Udinese,44,"(74.344, 75.737]","(1607.004, 1712.255]","(74.479, 75.089]","(1645.15, 1674.5]"
490,2010/2011,8600,"[49860, 192325, 41542, 41318, 35421, 25818, 24970, 109298, 27731, 42422, 111862, 25816, 27734, 155066, 46875, 39357, 39643, 50047]",1335.5,74.19444444444444,Udinese,66,"(72.951, 74.344]","(1291.253, 1396.504]","(73.77, 74.479]","(1229.603, 1346.3]"
491,2011/2012,8600,"[103424, 42119, 182791, 30983, 27669, 46875, 114337, 19249, 42422, 39357, 49860, 192325, 41542, 27731, 27733, 27734, 25816, 39643, 24546, 41318, 210278, 109298, 111862, 202108]",1781.0,74.20833333333333,Udinese,63,"(72.951, 74.344]","(1712.255, 1817.505]","(73.77, 74.479]","(1754.043, 1782.147]"
492,2012/2013,8600,"[196484, 182791, 30983, 56600, 243608, 109338, 46875, 19249, 41404, 39357, 49860, 192325, 42692, 179791, 27731, 27733, 27734, 39643, 157284, 202341, 41318, 210278, 362212, 188652, 71788, 192504, 155260, 31614]",2060.0,73.57142857142857,Udinese,66,"(72.951, 74.344]","(2028.006, 2133.256]","(73.177, 73.77]","(2037.218, 2449.007]"
493,2013/2014,8600,"[196484, 30983, 346000, 422685, 19249, 106294, 423223, 265275, 41404, 39357, 40004, 192325, 179791, 362194, 27731, 27734, 275034, 157284, 202341, 41318, 210278, 188652, 306296, 31614]",1745.9910173160174,72.74962572150072,Udinese,44,"(71.557, 72.951]","(1712.255, 1817.505]","(72.704, 73.177]","(1727.406, 1754.043]"
494,2014/2015,8600,"[196484, 38920, 39450, 422685, 452269, 33840, 19249, 315058, 423223, 39357, 401343, 279873, 192325, 401095, 179791, 27731, 27734, 267863, 275034, 202341, 41318, 13033, 188652, 195190, 306296]",1787.8822723028609,71.51529089211442,Udinese,41,"(70.164, 71.557]","(1712.255, 1817.505]","(71.068, 71.673]","(1782.147, 1809.758]"
495,2015/2016,8600,"[38920, 128020, 39450, 422685, 25772, 19249, 39357, 401343, 279873, 24516, 192325, 49860, 27719, 401095, 49866, 116555, 282060, 179791, 27734, 267863, 275034, 41694, 476771, 41318, 13033, 268394, 195190]",1984.041378066378,73.48301400245845,Udinese,39,"(72.951, 74.344]","(1922.755, 2028.006]","(73.177, 73.77]","(1953.176, 2037.218]"
496,2008/2009,8551,"[39559, 23947, 24854, 41878, 74009, 38938, 41754, 50074, 41378, 37541, 42664, 27691, 22832, 74291, 42041, 39354, 39229, 30284, 22355, 24792, 39393]",1478.0,70.38095238095238,Siena,44,"(70.164, 71.557]","(1396.504, 1501.754]","(69.937, 70.434]","(1473.969, 1512.839]"
497,2009/2010,8551,"[196226, 39429, 23947, 41874, 41878, 11671, 24854, 74009, 38938, 33817, 41378, 42664, 27691, 24492, 22832, 39345, 42041, 39229, 24391, 30284, 42321, 24440, 71768, 25584, 108401, 165624]",1741.5,66.98076923076923,Siena,31,"(65.984, 67.377]","(1712.255, 1817.505]","(66.522, 67.711]","(1727.406, 1754.043]"
498,2011/2012,8551,"[39429, 154249, 27663, 41874, 27668, 24854, 42647, 41878, 74009, 33817, 37537, 22305, 17836, 42041, 39229, 41661, 42434, 414788, 184653, 190030, 40656, 41809, 39638, 41816, 39644, 157284, 165624]",1839.5,68.12962962962963,Siena,38,"(67.377, 68.771]","(1817.505, 1922.755]","(67.711, 68.375]","(1809.758, 1848.8]"
499,2012/2013,8551,"[37508, 185867, 41874, 27668, 24854, 177688, 33817, 17836, 214449, 42041, 39229, 41661, 42433, 42434, 414788, 113604, 282438, 27719, 31304, 171338, 40656, 41809, 39638, 39644, 164319, 39397, 41841, 42482, 73845, 39541, 165624, 57082]",2102.5,65.703125,Siena,36,"(64.591, 65.984]","(2028.006, 2133.256]","(65.327, 66.522]","(2037.218, 2449.007]"
500,2008/2009,8690,"[39557, 27785, 41865, 39435, 27663, 39441, 49940, 41501, 27678, 11049, 39738, 39360, 24516, 30920, 31308, 39502, 39509, 39510, 34531, 39525, 50669, 42482]",1501.5,68.25,Reggio Calabria,31,"(67.377, 68.771]","(1396.504, 1501.754]","(67.711, 68.375]","(1473.969, 1512.839]"
501,2008/2009,8540,"[39425, 39426, 37768, 49677, 39191, 40601, 39207, 35112, 24493, 24622, 31288, 33337, 39488, 39367, 32747, 34540, 104434, 30713, 39419, 41341, 39422, 39423]",1591.5,72.3409090909091,Palermo,57,"(71.557, 72.951]","(1501.754, 1607.004]","(72.263, 72.704]","(1584.57, 1619.893]"
502,2009/2010,8540,"[27659, 49677, 45457, 40855, 41887, 39207, 35112, 24622, 31288, 33337, 39488, 39367, 105548, 42702, 32747, 34540, 129391, 39419, 39422]",1410.0,74.21052631578948,Palermo,65,"(72.951, 74.344]","(1396.504, 1501.754]","(73.77, 74.479]","(1346.3, 1421.623]"
503,2010/2011,8540,"[197514, 27659, 40855, 139806, 27558, 39207, 24622, 31288, 164029, 39367, 30284, 105548, 46820, 32747, 196205, 107502, 147951, 129391, 35575, 39419, 39422]",1465.0,69.76190476190476,Palermo,56,"(68.771, 70.164]","(1396.504, 1501.754]","(69.176, 69.937]","(1421.623, 1473.969]"
504,2011/2012,8540,"[18823, 119305, 26253, 45457, 39194, 140963, 27558, 39207, 202790, 38060, 24622, 270774, 164029, 39488, 42306, 41671, 30920, 105548, 112848, 32747, 150509, 107502, 147951, 206701, 41841, 213366, 35575, 24443, 97789]",1889.0,65.13793103448276,Palermo,43,"(64.591, 65.984]","(1817.505, 1922.755]","(63.065, 65.327]","(1848.8, 1891.036]"
505,2012/2013,8540,"[56576, 182791, 26253, 27663, 45457, 39194, 325916, 37537, 27558, 18859, 39477, 164029, 39488, 31303, 30920, 414792, 105548, 41045, 39509, 25815, 365531, 113631, 202343, 32747, 196205, 147951, 92532, 210932, 97657, 24443, 97789]",2244.0,72.38709677419355,Palermo,32,"(71.557, 72.951]","(2238.506, 2343.757]","(72.263, 72.704]","(2037.218, 2449.007]"
506,2014/2015,8540,"[41874, 42651, 325916, 139806, 39477, 270774, 164029, 130113, 42434, 30920, 40656, 34000, 41045, 113239, 118616, 434778, 309726, 34654, 279392, 282473, 108401, 293235, 92532, 97789]",1639.997619047619,68.33323412698412,Palermo,49,"(67.377, 68.771]","(1607.004, 1712.255]","(67.711, 68.375]","(1619.893, 1645.15]"
507,2015/2016,8540,"[362121, 151050, 211091, 299799, 169752, 42651, 139806, 30881, 39477, 270774, 130113, 42434, 128456, 670927, 34000, 670928, 208852, 113239, 118616, 434778, 279392, 108401, 293235, 92532, 267260]",1733.4333333333334,69.33733333333333,Palermo,39,"(68.771, 70.164]","(1712.255, 1817.505]","(69.176, 69.937]","(1727.406, 1754.043]"
