country_name,league_name,season,team,team_avg_overall_rating,n_games,total_points,wins,losses,draws,perc_points,perc_wins,perc_losses,perc_draws,avg_overall_rating_discrete
Belgium,Belgium Jupiler League,2008/2009,Beerschot AC,65.95252525252526,34,42,11,14,9,0.4117647058823529,0.3235294117647059,0.4117647058823529,0.2647058823529412,"(65.516, 67.285]"
Belgium,Belgium Jupiler League,2008/2009,Club Brugge KV,68.4586776859504,34,59,18,11,5,0.5784313725490197,0.5294117647058824,0.3235294117647059,0.14705882352941177,"(67.285, 69.054]"
Belgium,Belgium Jupiler League,2008/2009,FCV Dender EH,60.39074675324675,34,35,9,17,8,0.3431372549019608,0.2647058823529412,0.5,0.23529411764705882,"(60.208, 61.977]"
Belgium,Belgium Jupiler League,2008/2009,KAA Gent,66.23909090909093,34,59,17,9,8,0.5784313725490197,0.5,0.2647058823529412,0.23529411764705882,"(65.516, 67.285]"
Belgium,Belgium Jupiler League,2008/2009,KRC Genk,64.03636363636363,34,50,15,14,5,0.49019607843137253,0.4411764705882353,0.4117647058823529,0.14705882352941177,"(63.747, 65.516]"
Belgium,Belgium Jupiler League,2008/2009,KSV Cercle Brugge,64.97107438016528,34,47,14,15,5,0.46078431372549017,0.4117647058823529,0.4411764705882353,0.14705882352941177,"(63.747, 65.516]"
Belgium,Belgium Jupiler League,2008/2009,KSV Roeselare,59.33122130394858,34,30,8,20,6,0.29411764705882354,0.23529411764705882,0.5882352941176471,0.17647058823529413,"(58.439, 60.208]"
Belgium,Belgium Jupiler League,2008/2009,KV Kortrijk,59.58163452708907,34,38,9,14,11,0.37254901960784315,0.2647058823529412,0.4117647058823529,0.3235294117647059,"(58.439, 60.208]"
Belgium,Belgium Jupiler League,2008/2009,KV Mechelen,61.55390266299358,34,46,12,12,10,0.45098039215686275,0.35294117647058826,0.35294117647058826,0.29411764705882354,"(60.208, 61.977]"
Belgium,Belgium Jupiler League,2008/2009,KVC Westerlo,62.38575757575758,34,52,15,12,7,0.5098039215686274,0.4411764705882353,0.35294117647058826,0.20588235294117646,"(61.977, 63.747]"
Belgium,Belgium Jupiler League,2008/2009,RAEC Mons,61.54351469237833,34,19,3,21,10,0.18627450980392157,0.08823529411764706,0.6176470588235294,0.29411764705882354,"(60.208, 61.977]"
Belgium,Belgium Jupiler League,2008/2009,RSC Anderlecht,70.7190082644628,34,77,24,5,5,0.7549019607843137,0.7058823529411765,0.14705882352941177,0.14705882352941177,"(69.054, 70.824]"
Belgium,Belgium Jupiler League,2008/2009,Royal Excel Mouscron,60.08495670995672,34,44,12,14,8,0.43137254901960786,0.35294117647058826,0.4117647058823529,0.23529411764705882,"(58.439, 60.208]"
Belgium,Belgium Jupiler League,2008/2009,SV Zulte-Waregem,60.112809917355364,34,55,16,11,7,0.5392156862745098,0.47058823529411764,0.3235294117647059,0.20588235294117646,"(58.439, 60.208]"
Belgium,Belgium Jupiler League,2008/2009,Sporting Charleroi,64.89069264069263,34,43,12,15,7,0.4215686274509804,0.35294117647058826,0.4411764705882353,0.20588235294117646,"(63.747, 65.516]"
Belgium,Belgium Jupiler League,2008/2009,Sporting Lokeren,62.47200577200578,34,51,13,9,12,0.5,0.38235294117647056,0.2647058823529412,0.35294117647058826,"(61.977, 63.747]"
Belgium,Belgium Jupiler League,2008/2009,Standard de Liège,69.10454545454544,34,77,24,5,5,0.7549019607843137,0.7058823529411765,0.14705882352941177,0.14705882352941177,"(69.054, 70.824]"
Belgium,Belgium Jupiler League,2008/2009,Tubize,60.99913419913421,34,27,7,21,6,0.2647058823529412,0.20588235294117646,0.6176470588235294,0.17647058823529413,"(60.208, 61.977]"
